Application order;Previous qualification;Previous qualification (grade);Mother's qualification;Father's qualification;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target;Marital status_Other;Marital status_married;Marital status_single;Application mode_1st phase - general contingent;Application mode_2nd phase - general contingent;Application mode_3rd phase - general contingent;Application mode_Change of course;Application mode_Change of institution/course;Application mode_Holders of other higher courses;Application mode_Other;Application mode_Over 23 years old;Application mode_Technological specialization diploma holders;Application mode_Transfer;Course_33;Course_171;Course_8014;Course_9003;Course_9070;Course_9085;Course_9119;Course_9130;Course_9147;Course_9238;Course_9254;Course_9500;Course_9556;Course_9670;Course_9773;Course_9853;Course_9991;Daytime/evening attendance_0;Daytime/evening attendance_1;Nacionality_Other;Nacionality_Portuguese;Mother's occupation_Administrative staff;Mother's occupation_Farmers and Skilled Workers in Agriculture, Fisheries and Forestry;Mother's occupation_Installation and Machine Operators and Assembly Workers;Mother's occupation_Intermediate Level Technicians and Professions;Mother's occupation_Other;Mother's occupation_Other Situation;Mother's occupation_Personal Services, Security and Safety Workers and Sellers;Mother's occupation_Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers;Mother's occupation_Skilled Workers in Industry, Construction and Craftsmen;Mother's occupation_Specialists in Intellectual and Scientific Activities;Mother's occupation_Student;Mother's occupation_Unskilled Workers
1;1;150.0;19;37;Installation and Machine Operators and Assembly Workers;138.5;0;0;0;1;0;0;26;0;0;5;10;4;5.0;0;0;5;9;4;11.625;0;12.7;3.7;-1.7;Enrolled;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1;1;130.0;19;12;Administrative staff;133.2;1;0;0;1;0;0;19;0;0;6;6;6;6.0;0;0;6;7;6;13.916.666.666.666.600;0;7.6;2.6;0.32;Graduate;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2;1;120.0;37;34;Student;117.6;1;0;0;1;0;0;19;0;0;6;8;5;6.0;0;0;6;7;6;12.1;0;7.6;2.6;0.32;Graduate;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
2;1;115.0;1;37;Personal Services, Security and Safety Workers and Sellers;108.7;1;0;0;1;0;0;21;0;0;5;8;3;5.0;1;0;5;9;3;12.333.333.333.333.300;0;9.4;-0.8;-3.12;Enrolled;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4;1;133.1;1;19;Farmers and Skilled Workers in Agriculture, Fisheries and Forestry;106.0;1;0;0;1;0;0;24;0;0;5;11;2;5.0;0;0;5;14;1;10.75;0;12.7;3.7;-1.7;Enrolled;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;1;120.0;37;37;Armed Forces Professions;122.6;0;0;0;1;0;0;20;0;0;6;8;3;6.0;0;0;6;11;2;11.416.666.666.666.600;0;12.7;3.7;-1.7;Dropout;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;1;134.0;19;1;Unskilled Workers;127.4;1;0;0;1;0;0;18;0;0;6;7;5;6.0;0;0;6;7;5;12.2;0;10.8;1.4;1.74;Enrolled;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;133.1;19;19;Unskilled Workers;100.0;0;0;0;1;0;0;30;0;0;6;6;0;6.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1;1;133.1;19;37;Unskilled Workers;95.0;1;0;1;0;0;0;22;0;0;7;10;6;7.0;0;0;7;8;6;12.333.333.333.333.300;0;11.1;0.6;2.02;Enrolled;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1;3;130.0;37;19;Installation and Machine Operators and Assembly Workers;130.0;0;0;0;1;0;0;21;0;4;9;9;9;9.5;0;3;10;18;10;11.252.136.752.136.700;0;10.8;1.4;1.74;Graduate;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1;1;115.0;19;19;Skilled Workers in Industry, Construction and Craftsmen;115.0;1;0;0;1;0;0;23;0;0;5;7;2;5.0;1;0;5;9;1;11.0;0;9.4;-0.8;-3.12;Enrolled;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1;1;135.0;19;37;Unskilled Workers;145.9;0;0;0;1;0;1;18;0;0;6;6;6;6.0;0;0;6;6;6;12.416.666.666.666.600;0;16.2;0.3;-0.92;Graduate;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;133.1;1;37;Unskilled Workers;143.0;1;0;1;1;0;0;21;0;0;6;9;5;6.0;0;0;6;8;5;11.8;0;12.7;3.7;-1.7;Dropout;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;145.0;19;38;Unskilled Workers;100.0;0;0;0;1;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Dropout;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
3;1;130.0;19;37;Personal Services, Security and Safety Workers and Sellers;121.3;1;0;0;1;0;0;21;0;0;5;14;2;5.0;2;0;5;8;4;12.5;1;9.4;-0.8;-3.12;Enrolled;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3;1;118.0;38;38;Skilled Workers in Industry, Construction and Craftsmen;121.2;1;0;0;1;0;0;18;0;0;6;8;5;6.0;0;0;6;7;5;12.7;0;7.6;2.6;0.32;Enrolled;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
3;1;138.0;37;37;Unskilled Workers;125.1;1;1;0;1;0;1;19;0;0;6;6;6;6.0;0;0;6;8;5;13.15;0;12.7;3.7;-1.7;Dropout;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;122.0;1;1;Unskilled Workers;112.9;1;0;0;1;0;0;22;0;0;6;14;4;6.0;0;0;6;11;3;11.791.666.666.666.600;0;7.6;2.6;0.32;Enrolled;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;1;126.0;38;19;Installation and Machine Operators and Assembly Workers;120.8;1;0;0;1;0;0;19;0;0;6;7;6;6.0;0;0;6;7;6;1.255.952.380.952.380;0;12.4;0.5;1.79;Graduate;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
5;1;121.0;38;37;Installation and Machine Operators and Assembly Workers;114.0;1;0;0;0;0;0;19;0;0;5;12;0;5.0;4;0;5;8;0;0.0;1;9.4;-0.8;-3.12;Dropout;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1;1;152.0;37;37;Personal Services, Security and Safety Workers and Sellers;132.1;1;0;0;1;0;0;19;0;0;6;10;2;6.0;0;0;6;11;1;11.75;0;9.4;-0.8;-3.12;Dropout;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1;39;160.0;37;37;Other;160.0;0;0;0;1;0;0;27;0;0;5;12;3;5.0;2;0;5;8;5;13.0;1;9.4;-0.8;-3.12;Graduate;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;1;134.0;37;37;Personal Services, Security and Safety Workers and Sellers;134.0;1;0;0;1;0;0;22;0;2;5;7;5;5.0;0;0;5;10;5;13.2;0;12.7;3.7;-1.7;Graduate;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;128.0;37;1;Skilled Workers in Industry, Construction and Craftsmen;124.2;1;0;0;1;0;0;18;0;0;6;8;5;6.0;0;0;6;7;6;13.071.428.571.428.500;0;15.5;2.8;-4.06;Dropout;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;1;125.0;38;38;Personal Services, Security and Safety Workers and Sellers;115.6;1;0;0;1;0;0;20;0;0;6;6;6;6.0;0;0;6;8;4;11.875;0;9.4;-0.8;-3.12;Graduate;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;130.0;37;37;Unskilled Workers;128.2;0;0;0;1;0;0;34;0;3;8;9;3;7.5;0;2;7;7;2;10.5;0;9.4;-0.8;-3.12;Dropout;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2;1;138.0;1;38;Installation and Machine Operators and Assembly Workers;132.8;1;0;0;1;0;0;18;0;0;7;9;6;7.5;0;0;8;9;8;1.307.063.492.063.490;0;13.9;-0.3;0.79;Graduate;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2;1;121.0;1;1;Personal Services, Security and Safety Workers and Sellers;123.1;1;0;0;1;1;0;20;0;0;6;12;4;6.0;0;0;6;7;4;13.5;0;9.4;-0.8;-3.12;Graduate;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;134.0;1;19;Personal Services, Security and Safety Workers and Sellers;125.6;1;0;0;1;0;0;20;1;0;5;6;5;5.0;0;0;5;6;5;16.0;0;12.7;3.7;-1.7;Graduate;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;130.0;1;38;Unskilled Workers;115.0;0;0;0;1;1;0;25;0;0;5;7;0;5.0;0;0;5;8;0;0.0;0;16.2;0.3;-0.92;Dropout;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1;126.0;3;19;Unskilled Workers;123.6;1;0;0;1;1;0;18;0;0;5;6;5;5.0;0;0;5;9;3;12.7;0;8.9;1.4;3.51;Dropout;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1;1;148.0;1;1;Unskilled Workers;141.7;0;0;0;0;1;0;18;0;0;6;8;5;6.0;0;0;6;11;4;12.3;0;8.9;1.4;3.51;Dropout;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1;1;160.0;19;38;Skilled Workers in Industry, Construction and Craftsmen;139.0;1;0;0;1;0;1;18;0;0;6;8;5;6.0;0;0;6;13;0;6.1;0;9.4;-0.8;-3.12;Dropout;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;118.0;1;19;Administrative staff;118.0;0;0;0;1;0;1;19;0;0;6;7;5;6.0;0;0;6;7;5;11.9;0;12.4;0.5;1.79;Graduate;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2;1;150.0;38;19;Personal Services, Security and Safety Workers and Sellers;142.0;1;0;0;1;0;1;19;0;0;6;8;6;6.0;0;0;6;7;5;12.366.666.666.666.600;0;10.8;1.4;1.74;Dropout;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;140.0;1;1;Personal Services, Security and Safety Workers and Sellers;143.4;0;0;0;1;0;1;21;0;3;6;6;6;6.0;0;2;6;7;6;13.702.380.952.380.900;0;13.9;-0.3;0.79;Graduate;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1;1;100.0;3;2;Specialists in Intellectual and Scientific Activities;115.9;0;0;0;1;0;0;29;0;9;10;15;9;10.5;0;7;11;17;10;11.727.777.777.777.700;0;9.4;-0.8;-3.12;Enrolled;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1;1;110.0;1;37;Unskilled Workers;105.1;1;0;0;1;0;1;20;0;0;6;6;6;6.0;0;0;6;6;6;11.916.666.666.666.600;0;12.4;0.5;1.79;Graduate;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1;42;140.0;19;37;Other;138.0;1;0;1;1;0;1;21;0;13;13;13;11;12.0;0;9;11;11;10;12.663.636.363.636.300;0;8.9;1.4;3.51;Graduate;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;1;133.1;37;37;Installation and Machine Operators and Assembly Workers;114.7;0;0;0;1;0;0;34;1;2;2;2;2;1.5;0;1;1;1;1;10.75;0;10.8;1.4;1.74;Dropout;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;1;140.0;1;37;Unskilled Workers;130.5;1;0;0;1;0;0;20;1;0;6;6;6;6.0;0;0;6;6;6;12.166.666.666.666.600;0;12.7;3.7;-1.7;Graduate;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;1;110.0;37;37;Unskilled Workers;134.3;0;0;0;1;1;0;24;0;0;5;10;0;5.0;0;0;5;7;1;6.0;0;10.8;1.4;1.74;Dropout;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1;1;148.0;1;1;Intermediate Level Technicians and Professions;137.5;0;0;0;1;1;0;18;0;0;7;7;7;7.5;0;0;8;9;8;14.615.873.015.873.000;0;16.2;0.3;-0.92;Graduate;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;1;137.0;1;19;Administrative staff;125.3;0;0;0;1;1;0;19;0;0;7;7;7;7.0;0;0;7;7;7;12.2;0;7.6;2.6;0.32;Enrolled;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;1;120.0;1;19;Skilled Workers in Industry, Construction and Craftsmen;111.3;0;0;0;1;1;1;18;0;0;5;10;4;5.0;0;0;5;10;4;11.275;0;15.5;2.8;-4.06;Enrolled;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
9;1;120.0;38;38;Personal Services, Security and Safety Workers and Sellers;144.8;0;0;0;1;1;0;28;0;0;5;7;4;5.0;0;0;5;7;5;13.541.666.666.666.600;0;10.8;1.4;1.74;Enrolled;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
